epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,3632.46,0.50042,0.59761,0.85111,0.94817,0.97811,0.97397,0.92031,0.34314,0.32471,0.78554,0.0033175,0.0033175,0.0033175
56,3697.47,0.50212,0.60183,0.85204,0.94783,0.97788,0.97405,0.92092,0.34211,0.32377,0.78535,0.00319375,0.00319375,0.00319375
57,3763.73,0.50054,0.5966,0.85221,0.94792,0.97774,0.97436,0.92125,0.3416,0.3226,0.78518,0.00307,0.00307,0.00307
58,3828.99,0.49734,0.5932,0.85131,0.94775,0.97846,0.97462,0.92177,0.34114,0.32175,0.78504,0.00294625,0.00294625,0.00294625
59,3894.07,0.4955,0.58932,0.84971,0.94847,0.9785,0.97491,0.92211,0.34087,0.32089,0.78495,0.0028225,0.0028225,0.0028225
60,3958.95,0.49378,0.58659,0.85059,0.94908,0.97824,0.97519,0.92244,0.34042,0.31986,0.78485,0.00269875,0.00269875,0.00269875
61,4023.87,0.49195,0.58626,0.84954,0.94978,0.97794,0.97529,0.92267,0.3398,0.31906,0.78469,0.002575,0.002575,0.002575
62,4089.44,0.49107,0.58412,0.85034,0.95044,0.97728,0.97547,0.92307,0.33931,0.31832,0.78459,0.00245125,0.00245125,0.00245125
63,4155.23,0.48804,0.57919,0.84883,0.95068,0.97719,0.9754,0.92312,0.3389,0.31771,0.78447,0.0023275,0.0023275,0.0023275
64,4220.69,0.48661,0.57559,0.84811,0.9507,0.97731,0.97554,0.92341,0.33817,0.31696,0.78433,0.00220375,0.00220375,0.00220375
65,4285.45,0.48451,0.57393,0.8482,0.95064,0.97743,0.97553,0.92336,0.33784,0.31622,0.78424,0.00208,0.00208,0.00208
66,4350.23,0.485,0.57229,0.84783,0.95089,0.9772,0.97548,0.92375,0.33732,0.31565,0.78414,0.00195625,0.00195625,0.00195625
67,4415.57,0.48119,0.56625,0.847,0.9509,0.97695,0.97559,0.92405,0.33698,0.31503,0.78405,0.0018325,0.0018325,0.0018325
68,4480.4,0.48168,0.57043,0.84845,0.95121,0.97665,0.97568,0.92421,0.33691,0.31455,0.78401,0.00170875,0.00170875,0.00170875
69,4545.08,0.47695,0.56221,0.84544,0.95117,0.97713,0.97569,0.92434,0.33646,0.31412,0.78391,0.001585,0.001585,0.001585
70,4610.59,0.4801,0.56765,0.84768,0.95143,0.97708,0.97564,0.92435,0.33606,0.31364,0.78382,0.00146125,0.00146125,0.00146125
71,4676.19,0.41818,0.43298,0.82181,0.95122,0.97703,0.97571,0.92441,0.33626,0.31341,0.78377,0.0013375,0.0013375,0.0013375
72,4739.49,0.40994,0.42024,0.82144,0.95127,0.97706,0.97573,0.92437,0.33624,0.31284,0.78372,0.00121375,0.00121375,0.00121375
73,4804.81,0.40693,0.41436,0.81905,0.9513,0.97744,0.9758,0.92446,0.33617,0.31228,0.78366,0.00109,0.00109,0.00109
74,4869.25,0.40235,0.40828,0.81726,0.9512,0.97785,0.97587,0.92441,0.33612,0.31176,0.78361,0.00096625,0.00096625,0.00096625
75,4934.32,0.40187,0.40708,0.81729,0.95099,0.97808,0.97593,0.92456,0.33604,0.31114,0.78354,0.0008425,0.0008425,0.0008425
76,4998.08,0.39945,0.40246,0.81655,0.95101,0.97831,0.97594,0.92471,0.33587,0.31057,0.78348,0.00071875,0.00071875,0.00071875
77,5062.26,0.39682,0.39967,0.81816,0.95108,0.97855,0.97594,0.92483,0.33536,0.31005,0.78338,0.000595,0.000595,0.000595
78,5145.1,0.39384,0.39615,0.81584,0.95087,0.979,0.97597,0.92491,0.33503,0.3094,0.78331,0.00047125,0.00047125,0.00047125
79,5210.07,0.39283,0.39081,0.81494,0.95119,0.97929,0.97607,0.92528,0.33467,0.30878,0.78322,0.0003475,0.0003475,0.0003475
80,5273.74,0.39049,0.3895,0.8151,0.95108,0.9795,0.9761,0.92539,0.33463,0.30838,0.78317,0.00022375,0.00022375,0.00022375
